0	0
0.1	0.1
0.2	3.2
0.3	13.4
0.4	35.3
0.5	70.7
0.6	117.6
0.7	171.6
0.8	235.3
0.9	309.4
1	389
1.1	470.5
1.2	557.7
1.3	646.4
1.4	742.3
1.5	841.2
1.6	943.2
1.7	1048.8
1.8	1149
1.9	1254.7
2	1359.2
2.1	1468.1
2.2	1579.8
2.3	1682.2
2.4	1795.5
2.5	1907.8
2.6	2014.8
2.7	2126.9
2.8	2239.1
2.9	2353.2
3	2464.9
3.1	2575.3
3.2	2688.3
3.3	2796.2
3.4	2909.7
3.5	3023
3.6	3134.7
3.7	3248.7
3.8	3365
3.9	3477.2
4	3582.3
4.1	3691.1
4.2	3792.5
4.3	3901.8
4.4	4010.6
4.5	4120.1
4.6	4218.7
4.7	4325.6
4.8	4427.2
4.9	4540.4
5	4651.5
5.1	4758.4
5.2	4864.3
5.3	4963.5
5.4	5066.8
5.5	5172.5
5.6	5276.8
5.7	5378.7
5.8	5482.1
5.9	5587.1
6	5693
6.1	5796.9
6.2	5897.2
6.3	6001.1
6.4	6104.8
6.5	6211.8
6.6	6309.3
6.7	6408.7
6.8	6499.9
6.9	6595.8
7	6687.5
7.1	6782.8
7.2	6877.4
7.3	6979.4
7.4	7076.6
7.5	7172
7.6	7271.3
7.7	7371.8
7.8	7469.4
7.9	7558.6
8	7651.5
8.1	7744.5
8.2	7843.5
8.3	7936
8.4	8029.6
8.5	8124.2
8.6	8218.1
8.7	8311.1
8.8	8406.4
8.9	8499.7
9	8586.7
9.1	8682.4
9.2	8769.6
9.3	8855.2
9.4	8950.3
9.5	9039.6
9.6	9126.9
9.7	9207.8
9.8	9288.6
9.9	9376.8
10	9462
10.1	9546
10.2	9633.7
10.3	9712
10.4	9790.4
10.5	9863.8
10.6	9935.3
10.7	10011.6
10.8	10089.9
10.9	10174.3
11	10247.2
11.1	10320.1
11.2	10395.9
11.3	10464.4
11.4	10536.5
11.5	10599.6
11.6	10663.7
11.7	10727.1
11.8	10793.6
11.9	10850.4
12	10908.8
12.1	10965.5
12.2	11011.8
12.3	11066.5
12.4	11111.9
12.5	11153.8
12.6	11196.7
12.7	11246.5
12.8	11276.8
12.9	11321
13	11353.7
13.1	11389
13.2	11414.8
13.3	11445.3
13.4	11472
13.5	11497.9
13.6	11524.4
13.7	11548.1
13.8	11569
13.9	11586.4
14	11600.4
14.1	11612.3
14.2	11625.4
14.3	11632.6
14.4	11639.9
14.5	11649.8
14.6	11655.2
14.7	11657.6
14.8	11661.4
14.9	11664.1
15	11659.3
15.1	11656.5
15.2	11653.4
15.3	11655.1
15.4	11649.3
15.5	11634
15.6	11623
15.7	11610.8
15.8	11596.8
15.9	11579.4
16	11567.7
16.1	11549.7
16.2	11527.2
16.3	11507.6
16.4	11484.3
16.5	11461.4
16.6	11438.9
16.7	11412.9
16.8	11387.9
16.9	11359.6
17	11335.7
17.1	11309.2
17.2	11283.7
17.3	11252.7
17.4	11223.2
17.5	11198.4
17.6	11170.7
17.7	11143.4
17.8	11109.2
17.9	11077.9
18	11044.2
18.1	11010
18.2	10978.9
18.3	10945.3
18.4	10908.2
18.5	10873.2
18.6	10838
18.7	10801.4
18.8	10768.5
18.9	10732.5
19	10693.5
19.1	10659.5
19.2	10621.6
19.3	10585.9
19.4	10547.8
19.5	10511.9
19.6	10480.4
19.7	10440.4
19.8	10403.5
19.9	10364.7
20	10327.6
20.1	10294.2
20.2	10259.3
20.3	10219.7
20.4	10182.7
20.5	10146.6
20.6	10109.6
20.7	10068.4
20.8	10032
20.9	9997.3
21	9958.7
21.1	9922.4
21.2	9887.6
21.3	9847
21.4	9807.3
21.5	9767.7
21.6	9733.1
21.7	9698.5
