0	0
0.1	4015.7
0.2	7772.9
0.3	11392.7
0.4	14878.1
0.5	18162.5
0.6	21262.9
0.7	24200.8
0.8	27089.6
0.9	29726.1
1	32281.7
1.1	34646.5
1.2	36871.1
1.3	38964.6
1.4	40988.6
1.5	42768.6
1.6	44502.1
1.7	46145
1.8	47716.6
1.9	49199.1
2	50537.8
2.1	51813.5
2.2	53000.2
2.3	54125.7
2.4	55119.8
2.5	56046.5
2.6	56909.2
2.7	57768.4
2.8	58519
2.9	59238.8
3	59881.1
3.1	60489.3
3.2	61052.7
3.3	61577.5
3.4	62066.6
3.5	62523.9
3.6	62862.2
3.7	63221.7
3.8	63577.8
3.9	63895.7
4	64159.9
4.1	64427.5
4.2	64623.8
4.3	64786.1
4.4	64944
4.5	65100.6
4.6	65213.5
4.7	65337
4.8	65406.7
4.9	65446.8
5	65475.6
5.1	65449.7
5.2	65436.2
5.3	65390.3
5.4	65368.2
5.5	65363.3
5.6	65295
5.7	65223.2
5.8	65156.2
5.9	65062.3
6	64971
6.1	64849.4
6.2	64719.6
6.3	64598
6.4	64436.7
6.5	64314.1
6.6	64148.9
6.7	63985.5
6.8	63775.7
6.9	63584.8
7	63355.8
7.1	63176.8
7.2	62985.1
7.3	62755.3
7.4	62599.4
7.5	62387.2
7.6	62149.8
7.7	61958.7
7.8	61685
7.9	61418.5
8	61137.5
8.1	60767.8
8.2	60434.8
8.3	60024.3
8.4	59624
8.5	59189
8.6	58675
8.7	58083.1
8.8	57421.6
8.9	56669.7
9	55750.1
9.1	54710.5
9.2	53554.2
9.3	52269.4
9.4	50831.5
9.5	49276.8
9.6	47615.7
9.7	45829.7
9.8	43977.4
9.9	42058.3
10	40157
10.1	38222.6
10.2	36293.9
10.3	34492.4
10.4	32765.3
10.5	31123.9
10.6	29561.5
10.7	28071.3
10.8	26649.2
10.9	25266.9
11	23947.9
11.1	22723.8
11.2	21522.1
11.3	20390.2
11.4	19337.7
11.5	18340.4
11.6	17397.7
11.7	16468.5
11.8	15609.1
11.9	14801.3
12	14021.6
12.1	13293
12.2	12608.8
12.3	11954.7
12.4	11331.1
12.5	10726.9
12.6	10166.9
12.7	9633.6
12.8	9129
12.9	8646
13	8196.6
13.1	7758
13.2	7344.5
13.3	6971.6
13.4	6597.2
13.5	6253.7
13.6	5923.9
13.7	5616.1
13.8	5329
13.9	5051
14	4778.5
14.1	4519.3
14.2	4282.8
14.3	4057.2
14.4	3841
14.5	3639.5
14.6	3446
14.7	3263.6
14.8	3101.4
14.9	2939.8
15	2782.3
15.1	2635.3
15.2	2494.8
15.3	2365.2
15.4	2245.9
15.5	2128
15.6	2012.2
15.7	1909.3
15.8	1808.8
15.9	1711.9
16	1623.9
16.1	1531.5
16.2	1448.4
16.3	1379.5
16.4	1303.6
16.5	1239.2
16.6	1173.3
16.7	1110.7
16.8	1052.7
16.9	996.3
17	946.7
17.1	896.8
17.2	847.3
17.3	803.5
17.4	764.8
17.5	721.5
17.6	686.9
17.7	647.9
17.8	611.7
17.9	580
18	548.1
18.1	519.4
18.2	491
18.3	465.7
18.4	445.3
18.5	421
18.6	398.8
18.7	380.7
18.8	361.1
18.9	341.2
19	322.4
19.1	304.4
19.2	289.4
19.3	274
19.4	258.9
19.5	245.6
19.6	233
19.7	219.2
19.8	206.5
19.9	197.5
20	188.4
20.1	177.8
20.2	169.7
20.3	160.4
20.4	151.9
20.5	143.4
20.6	135.5
20.7	128.8
20.8	123
20.9	116.8
21	110.5
21.1	104.9
21.2	98
21.3	93
21.4	88.4
21.5	83.1
21.6	78.9
21.7	75.4
21.8	71.8
21.9	69.1
22	65.5
22.1	62.5
22.2	59.6
22.3	56
22.4	52.9
22.5	50.4
22.6	47.5
22.7	44.5
22.8	42.8
22.9	40.9
23	37.6
23.1	35.4
