0	0
0.1	0
0.2	0
0.3	0
0.4	0
0.5	0
0.6	0
0.7	0
0.8	0
0.9	0
1	0
1.1	0
1.2	0
1.3	0
1.4	0
1.5	0
1.6	0
1.7	0
1.8	0.1
1.9	0.3
2	0.3
2.1	0.4
2.2	0.6
2.3	0.6
2.4	0.6
2.5	0.6
2.6	0.7
2.7	0.7
2.8	0.9
2.9	1.1
3	1.3
3.1	1.7
3.2	1.7
3.3	1.9
3.4	1.9
3.5	2.4
3.6	2.7
3.7	3
3.8	3.5
3.9	3.8
4	4.1
4.1	4.4
4.2	4.9
4.3	5.2
4.4	5.6
4.5	6.1
4.6	7.5
4.7	8
4.8	9.1
4.9	9.9
5	10.8
5.1	11.3
5.2	11.7
5.3	12.6
5.4	13.3
5.5	14.2
5.6	14.9
5.7	15.6
5.8	16.6
5.9	17.9
6	18.9
6.1	19.9
6.2	22
6.3	23.4
6.4	24.1
6.5	25.8
6.6	27.4
6.7	29.5
6.8	30.4
6.9	32
7	33.3
7.1	35.4
7.2	37.5
7.3	39.4
7.4	41
7.5	43.8
7.6	45.8
7.7	47.6
7.8	51.1
7.9	53.3
8	56.1
8.1	57.6
8.2	60.5
8.3	63.1
8.4	66.1
8.5	68.7
8.6	70.7
8.7	73.1
8.8	74.7
8.9	77.3
9	79.5
9.1	82.8
9.2	85.8
9.3	88.7
9.4	90.4
9.5	92.9
9.6	95.9
9.7	97.8
9.8	99.6
9.9	101.9
10	105.8
10.1	108.5
10.2	111
10.3	112.6
10.4	114.9
10.5	117.4
10.6	120
10.7	122.8
10.8	125.7
10.9	128
11	130.1
11.1	132.8
11.2	135
11.3	137.2
11.4	139.2
11.5	141.6
11.6	144.3
11.7	147.2
11.8	148.9
11.9	151
12	153.1
12.1	154.9
12.2	157.2
12.3	158.8
12.4	161.4
12.5	164.5
12.6	166.9
12.7	169
12.8	170.9
12.9	172.8
13	173.7
13.1	175.7
13.2	177.5
13.3	179.7
13.4	182
13.5	183.6
13.6	185
13.7	186.9
13.8	188.1
13.9	189.2
14	190.9
14.1	192.9
14.2	194.4
14.3	196.2
14.4	197.6
14.5	199.7
14.6	201.9
14.7	203.6
14.8	205.3
14.9	207.4
15	209.2
15.1	211.3
15.2	212.8
15.3	215.9
15.4	217.2
15.5	219.1
15.6	220.8
15.7	222.3
15.8	224.2
15.9	226.4
16	228.4
16.1	229.8
16.2	231.5
16.3	233.3
16.4	234.6
16.5	236.4
16.6	238.3
16.7	240.9
16.8	242.5
16.9	243.9
17	245.2
17.1	247.4
17.2	248.2
17.3	249.9
17.4	251.4
17.5	253.3
17.6	255.1
17.7	257
17.8	258.7
17.9	261.5
18	263.6
18.1	265.6
18.2	267.1
18.3	269.2
18.4	271.4
18.5	272.5
18.6	273.8
18.7	274.8
18.8	276.4
18.9	278.4
19	280.6
19.1	282.5
19.2	284
19.3	285.8
